,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:49:00,2.488888888888889,-3.1555555555555554,-4.2444444444444445,-1.2,-3.3777777777777778,0.8,-0.24444444444444444,-1.9333333333333333,-0.6,-1.7777777777777777,2.1555555555555554,-1.2
2020-09-23 14:50:00,2.5555555555555554,-3.2444444444444445,-4.466666666666667,-1.2666666666666666,-3.4,0.6,-0.06666666666666667,-1.9111111111111112,-0.6444444444444445,-1.8222222222222222,2.2,-1.1111111111111112
2020-09-23 14:51:00,2.6222222222222222,-3.3333333333333335,-4.688888888888889,-1.288888888888889,-3.466666666666667,0.4,0.1111111111111111,-1.8888888888888888,-0.6888888888888889,-1.9111111111111112,2.2,-1.0222222222222221
2020-09-23 14:52:00,2.688888888888889,-3.466666666666667,-4.888888888888889,-1.288888888888889,-3.5555555555555554,0.2,0.28888888888888886,-1.8444444444444446,-0.7111111111111111,-2.0444444444444443,2.2,-0.9555555555555556
2020-09-23 14:53:00,2.7555555555555555,-3.6,-5.111111111111111,-1.2444444444444445,-3.6444444444444444,0.022222222222222223,0.4888888888888889,-1.8,-0.7555555555555555,-2.2,2.2222222222222223,-0.8888888888888888
2020-09-23 14:54:00,2.8,-3.7111111111111112,-5.311111111111111,-1.2222222222222223,-3.7333333333333334,-0.13333333333333333,0.7111111111111111,-1.711111111111111,-0.8,-2.3333333333333335,2.2222222222222223,-0.8
2020-09-23 14:55:00,2.8444444444444446,-3.8666666666666667,-5.466666666666667,-1.1777777777777778,-3.8222222222222224,-0.28888888888888886,0.9333333333333333,-1.6444444444444444,-0.8666666666666667,-2.422222222222222,2.2444444444444445,-0.6888888888888889
2020-09-23 14:56:00,2.911111111111111,-4.044444444444444,-5.6,-1.1777777777777778,-3.888888888888889,-0.4222222222222222,1.1555555555555554,-1.5777777777777777,-0.9333333333333333,-2.533333333333333,2.2888888888888888,-0.6
2020-09-23 14:57:00,2.933333333333333,-4.222222222222222,-5.688888888888889,-1.2,-4.0,-0.5555555555555556,1.3555555555555556,-1.5555555555555556,-1.0222222222222221,-2.6222222222222222,2.3333333333333335,-0.5555555555555556
2020-09-23 14:58:00,2.911111111111111,-4.355555555555555,-5.7555555555555555,-1.2666666666666666,-4.133333333333334,-0.7111111111111111,1.5777777777777777,-1.5777777777777777,-1.1111111111111112,-2.7111111111111112,2.3555555555555556,-0.5111111111111111
2020-09-23 14:59:00,2.8444444444444446,-4.466666666666667,-5.822222222222222,-1.3333333333333333,-4.2444444444444445,-0.8666666666666667,1.7777777777777777,-1.6222222222222222,-1.2222222222222223,-2.8,2.3777777777777778,-0.4888888888888889
2020-09-23 15:00:00,2.7555555555555555,-4.622222222222222,-5.888888888888889,-1.3777777777777778,-4.377777777777778,-1.0444444444444445,1.9555555555555555,-1.711111111111111,-1.3111111111111111,-2.8444444444444446,2.3555555555555556,-0.4444444444444444
2020-09-23 15:01:00,2.6666666666666665,-4.777777777777778,-5.955555555555556,-1.4222222222222223,-4.466666666666667,-1.2666666666666666,2.1777777777777776,-1.7777777777777777,-1.4444444444444444,-2.8666666666666667,2.3333333333333335,-0.4222222222222222
2020-09-23 15:02:00,2.6,-4.888888888888889,-6.022222222222222,-1.4666666666666666,-4.533333333333333,-1.488888888888889,2.4444444444444446,-1.8444444444444446,-1.5555555555555556,-2.8444444444444446,2.2666666666666666,-0.4222222222222222
2020-09-23 15:03:00,2.511111111111111,-4.977777777777778,-6.088888888888889,-1.5555555555555556,-4.644444444444445,-1.711111111111111,2.6666666666666665,-1.9111111111111112,-1.6666666666666667,-2.8444444444444446,2.2222222222222223,-0.4444444444444444
2020-09-23 15:04:00,2.4444444444444446,-5.066666666666666,-6.155555555555556,-1.6888888888888889,-4.777777777777778,-1.9555555555555555,2.888888888888889,-2.0,-1.7555555555555555,-2.8666666666666667,2.2,-0.4888888888888889
2020-09-23 15:05:00,2.422222222222222,-5.133333333333334,-6.2,-1.8,-4.888888888888889,-2.1555555555555554,3.111111111111111,-2.066666666666667,-1.8444444444444446,-2.8666666666666667,2.1555555555555554,-0.5555555555555556
2020-09-23 15:06:00,2.422222222222222,-5.177777777777778,-6.288888888888889,-1.8888888888888888,-5.022222222222222,-2.3555555555555556,3.311111111111111,-2.1333333333333333,-1.9111111111111112,-2.8222222222222224,2.1333333333333333,-0.6222222222222222
2020-09-23 15:07:00,2.4444444444444446,-5.2444444444444445,-6.377777777777778,-1.9777777777777779,-5.133333333333334,-2.533333333333333,3.466666666666667,-2.1777777777777776,-1.9777777777777779,-2.7777777777777777,2.066666666666667,-0.7111111111111111
2020-09-23 15:08:00,2.488888888888889,-5.288888888888889,-6.466666666666667,-2.111111111111111,-5.222222222222222,-2.688888888888889,3.6,-2.2222222222222223,-2.088888888888889,-2.7555555555555555,2.0444444444444443,-0.8
2020-09-23 15:09:00,2.511111111111111,-5.333333333333333,-6.555555555555555,-2.2444444444444445,-5.311111111111111,-2.8666666666666667,3.7333333333333334,-2.2888888888888888,-2.2222222222222223,-2.7555555555555555,2.066666666666667,-0.8666666666666667
2020-09-23 15:10:00,2.533333333333333,-5.4,-6.622222222222222,-2.3555555555555556,-5.4222222222222225,-3.066666666666667,3.8222222222222224,-2.4,-2.3555555555555556,-2.7333333333333334,2.111111111111111,-0.9333333333333333
2020-09-23 15:11:00,2.511111111111111,-5.488888888888889,-6.733333333333333,-2.4444444444444446,-5.533333333333333,-3.2444444444444445,3.933333333333333,-2.533333333333333,-2.488888888888889,-2.6666666666666665,2.1555555555555554,-1.0
2020-09-23 15:12:00,2.511111111111111,-5.5777777777777775,-6.866666666666666,-2.533333333333333,-5.622222222222222,-3.4,4.022222222222222,-2.6666666666666665,-2.6222222222222222,-2.5555555555555554,2.1777777777777776,-1.1111111111111112
2020-09-23 15:13:00,2.533333333333333,-5.622222222222222,-6.977777777777778,-2.6222222222222222,-5.711111111111111,-3.6,4.088888888888889,-2.8222222222222224,-2.7777777777777777,-2.4,2.2222222222222223,-1.2
2020-09-23 15:14:00,2.577777777777778,-5.644444444444445,-7.066666666666666,-2.688888888888889,-5.822222222222222,-3.7777777777777777,4.2,-2.933333333333333,-2.933333333333333,-2.2222222222222223,2.2888888888888888,-1.2666666666666666
2020-09-23 15:15:00,2.6,-5.644444444444445,-7.133333333333334,-2.7111111111111112,-5.911111111111111,-3.911111111111111,4.333333333333333,-3.0444444444444443,-3.111111111111111,-2.022222222222222,2.4,-1.3333333333333333
2020-09-23 15:16:00,2.6222222222222222,-5.644444444444445,-7.2,-2.7333333333333334,-5.977777777777778,-4.022222222222222,4.466666666666667,-3.1333333333333333,-3.2666666666666666,-1.8666666666666667,2.466666666666667,-1.4444444444444444
2020-09-23 15:17:00,2.6222222222222222,-5.644444444444445,-7.2444444444444445,-2.7777777777777777,-6.044444444444444,-4.111111111111111,4.6,-3.2444444444444445,-3.4,-1.6666666666666667,2.533333333333333,-1.5555555555555556
2020-09-23 15:18:00,2.6,-5.622222222222222,-7.288888888888889,-2.8444444444444446,-6.088888888888889,-4.155555555555556,4.7555555555555555,-3.3555555555555556,-3.488888888888889,-1.4666666666666666,2.6,-1.6444444444444444
2020-09-23 15:19:00,2.5555555555555554,-5.622222222222222,-7.355555555555555,-2.888888888888889,-6.111111111111111,-4.2,4.933333333333334,-3.4444444444444446,-3.577777777777778,-1.288888888888889,2.6222222222222222,-1.7333333333333334
2020-09-23 15:20:00,2.533333333333333,-5.622222222222222,-7.4,-2.933333333333333,-6.155555555555556,-4.2444444444444445,5.088888888888889,-3.488888888888889,-3.688888888888889,-1.0666666666666667,2.6666666666666665,-1.8222222222222222
2020-09-23 15:21:00,2.511111111111111,-5.6,-7.444444444444445,-3.0,-6.222222222222222,-4.288888888888889,5.2,-3.533333333333333,-3.8222222222222224,-0.8,2.7555555555555555,-1.9555555555555555
2020-09-23 15:22:00,2.533333333333333,-5.5777777777777775,-7.511111111111111,-3.111111111111111,-6.288888888888889,-4.377777777777778,5.311111111111111,-3.577777777777778,-3.977777777777778,-0.5333333333333333,2.8222222222222224,-2.111111111111111
2020-09-23 15:23:00,2.533333333333333,-5.5777777777777775,-7.533333333333333,-3.2222222222222223,-6.4,-4.488888888888889,5.444444444444445,-3.6444444444444444,-4.133333333333334,-0.3111111111111111,2.8444444444444446,-2.2888888888888888
2020-09-23 15:24:00,2.533333333333333,-5.5777777777777775,-7.555555555555555,-3.3777777777777778,-6.466666666666667,-4.555555555555555,5.555555555555555,-3.7111111111111112,-4.288888888888889,-0.08888888888888889,2.8222222222222224,-2.488888888888889
2020-09-23 15:25:00,2.488888888888889,-5.6,-7.5777777777777775,-3.533333333333333,-6.555555555555555,-4.6,5.688888888888889,-3.8,-4.444444444444445,0.1111111111111111,2.7777777777777777,-2.6666666666666665
2020-09-23 15:26:00,2.4444444444444446,-5.644444444444445,-7.555555555555555,-3.688888888888889,-6.622222222222222,-4.622222222222222,5.777777777777778,-3.888888888888889,-4.6,0.26666666666666666,2.7777777777777777,-2.8
2020-09-23 15:27:00,2.3777777777777778,-5.688888888888889,-7.488888888888889,-3.8,-6.711111111111111,-4.622222222222222,5.844444444444444,-3.977777777777778,-4.777777777777778,0.4222222222222222,2.7777777777777777,-2.911111111111111
2020-09-23 15:28:00,2.311111111111111,-5.711111111111111,-7.377777777777778,-3.8666666666666667,-6.822222222222222,-4.6,5.933333333333334,-4.022222222222222,-4.955555555555556,0.5777777777777777,2.7777777777777777,-3.022222222222222
2020-09-23 15:29:00,2.2,-5.777777777777778,-7.288888888888889,-3.911111111111111,-6.888888888888889,-4.555555555555555,6.0,-4.066666666666666,-5.155555555555556,0.7555555555555555,2.7555555555555555,-3.1333333333333333
2020-09-23 15:30:00,2.088888888888889,-5.866666666666666,-7.222222222222222,-3.933333333333333,-6.955555555555556,-4.511111111111111,6.022222222222222,-4.133333333333334,-5.4,0.9333333333333333,2.7111111111111112,-3.2444444444444445
2020-09-23 15:31:00,1.9555555555555555,-5.955555555555556,-7.155555555555556,-3.9555555555555557,-7.022222222222222,-4.4222222222222225,6.0,-4.222222222222222,-5.622222222222222,1.1111111111111112,2.6666666666666665,-3.3777777777777778
2020-09-23 15:32:00,1.8444444444444446,-6.088888888888889,-7.133333333333334,-4.0,-7.066666666666666,-4.333333333333333,6.0,-4.333333333333333,-5.844444444444444,1.3111111111111111,2.6222222222222222,-3.488888888888889
2020-09-23 15:33:00,1.7333333333333334,-6.177777777777778,-7.133333333333334,-4.044444444444444,-7.111111111111111,-4.2444444444444445,6.022222222222222,-4.444444444444445,-6.044444444444444,1.4666666666666666,2.577777777777778,-3.5555555555555554
2020-09-23 15:34:00,1.6222222222222222,-6.2444444444444445,-7.177777777777778,-4.066666666666666,-7.111111111111111,-4.111111111111111,6.022222222222222,-4.5777777777777775,-6.222222222222222,1.6666666666666667,2.5555555555555554,-3.6222222222222222
2020-09-23 15:35:00,1.5333333333333334,-6.288888888888889,-7.266666666666667,-4.111111111111111,-7.111111111111111,-3.977777777777778,6.022222222222222,-4.666666666666667,-6.4222222222222225,1.8666666666666667,2.511111111111111,-3.7111111111111112
2020-09-23 15:36:00,1.4444444444444444,-6.355555555555555,-7.311111111111111,-4.155555555555556,-7.066666666666666,-3.8,5.977777777777778,-4.711111111111111,-6.622222222222222,2.066666666666667,2.466666666666667,-3.7777777777777777
2020-09-23 15:37:00,1.3333333333333333,-6.377777777777778,-7.377777777777778,-4.2,-7.0,-3.6222222222222222,5.933333333333334,-4.777777777777778,-6.844444444444444,2.311111111111111,2.4,-3.8222222222222224
2020-09-23 15:38:00,1.2,-6.4222222222222225,-7.4222222222222225,-4.266666666666667,-6.888888888888889,-3.466666666666667,5.866666666666666,-4.888888888888889,-7.044444444444444,2.5555555555555554,2.3555555555555556,-3.911111111111111
2020-09-23 15:39:00,1.1111111111111112,-6.466666666666667,-7.488888888888889,-4.288888888888889,-6.7555555555555555,-3.311111111111111,5.777777777777778,-5.044444444444444,-7.266666666666667,2.8,2.311111111111111,-3.977777777777778
2020-09-23 15:40:00,1.0,-6.511111111111111,-7.555555555555555,-4.311111111111111,-6.6,-3.2,5.688888888888889,-5.177777777777778,-7.466666666666667,3.022222222222222,2.2222222222222223,-4.066666666666666
2020-09-23 15:41:00,0.8444444444444444,-6.555555555555555,-7.622222222222222,-4.311111111111111,-6.488888888888889,-3.066666666666667,5.622222222222222,-5.266666666666667,-7.666666666666667,3.2222222222222223,2.1333333333333333,-4.155555555555556
2020-09-23 15:42:00,0.6888888888888889,-6.622222222222222,-7.733333333333333,-4.288888888888889,-6.377777777777778,-2.9555555555555557,5.5777777777777775,-5.311111111111111,-7.822222222222222,3.4444444444444446,2.022222222222222,-4.222222222222222
2020-09-23 15:43:00,0.5777777777777777,-6.733333333333333,-7.888888888888889,-4.222222222222222,-6.2444444444444445,-2.8444444444444446,5.555555555555555,-5.333333333333333,-8.0,3.6222222222222222,1.9555555555555555,-4.266666666666667
2020-09-23 15:44:00,0.5111111111111111,-6.822222222222222,-8.022222222222222,-4.155555555555556,-6.155555555555556,-2.7777777777777777,5.555555555555555,-5.377777777777778,-8.177777777777777,3.8,1.9111111111111112,-4.288888888888889
2020-09-23 15:45:00,0.4666666666666667,-6.866666666666666,-8.155555555555555,-4.111111111111111,-6.088888888888889,-2.7111111111111112,5.555555555555555,-5.4,-8.377777777777778,3.9555555555555557,1.8666666666666667,-4.311111111111111
2020-09-23 15:46:00,0.4666666666666667,-6.911111111111111,-8.266666666666667,-4.111111111111111,-6.044444444444444,-2.6222222222222222,5.555555555555555,-5.4,-8.577777777777778,4.133333333333334,1.8222222222222222,-4.311111111111111
2020-09-23 15:47:00,0.4888888888888889,-6.977777777777778,-8.355555555555556,-4.088888888888889,-6.0,-2.511111111111111,5.511111111111111,-5.4,-8.777777777777779,4.311111111111111,1.8222222222222222,-4.288888888888889
2020-09-23 15:48:00,0.5333333333333333,-7.066666666666666,-8.444444444444445,-4.044444444444444,-5.911111111111111,-2.422222222222222,5.488888888888889,-5.377777777777778,-8.977777777777778,4.488888888888889,1.7777777777777777,-4.288888888888889
2020-09-23 15:49:00,0.6,-7.177777777777778,-8.555555555555555,-3.977777777777778,-5.822222222222222,-2.311111111111111,5.444444444444445,-5.333333333333333,-9.2,4.688888888888889,1.711111111111111,-4.266666666666667
2020-09-23 15:50:00,0.6444444444444445,-7.311111111111111,-8.688888888888888,-3.911111111111111,-5.733333333333333,-2.2,5.377777777777778,-5.288888888888889,-9.422222222222222,4.888888888888889,1.6444444444444444,-4.2444444444444445
2020-09-23 15:51:00,0.6666666666666666,-7.444444444444445,-8.8,-3.8444444444444446,-5.644444444444445,-2.088888888888889,5.288888888888889,-5.2444444444444445,-9.644444444444444,5.066666666666666,1.6,-4.2444444444444445
2020-09-23 15:52:00,0.6666666666666666,-7.5777777777777775,-8.88888888888889,-3.7777777777777777,-5.5777777777777775,-1.9777777777777779,5.2444444444444445,-5.222222222222222,-9.844444444444445,5.2444444444444445,1.6,-4.2444444444444445
2020-09-23 15:53:00,0.6888888888888889,-7.711111111111111,-8.977777777777778,-3.6666666666666665,-5.511111111111111,-1.8666666666666667,5.177777777777778,-5.2444444444444445,-10.044444444444444,5.4222222222222225,1.5777777777777777,-4.2
2020-09-23 15:54:00,0.7333333333333333,-7.844444444444444,-9.11111111111111,-3.511111111111111,-5.466666666666667,-1.7777777777777777,5.133333333333334,-5.2444444444444445,-10.244444444444444,5.6,1.5555555555555556,-4.2
2020-09-23 15:55:00,0.7777777777777778,-7.933333333333334,-9.244444444444444,-3.3555555555555556,-5.377777777777778,-1.6666666666666667,5.111111111111111,-5.2444444444444445,-10.4,5.777777777777778,1.511111111111111,-4.155555555555556
2020-09-23 15:56:00,0.8444444444444444,-8.022222222222222,-9.355555555555556,-3.2222222222222223,-5.266666666666667,-1.6,5.088888888888889,-5.2444444444444445,-10.555555555555555,5.933333333333334,1.511111111111111,-4.088888888888889
2020-09-23 15:57:00,0.9111111111111111,-8.066666666666666,-9.444444444444445,-3.066666666666667,-5.177777777777778,-1.511111111111111,5.044444444444444,-5.222222222222222,-10.71111111111111,6.066666666666666,1.5333333333333334,-4.022222222222222
2020-09-23 15:58:00,1.0,-8.11111111111111,-9.533333333333333,-2.911111111111111,-5.133333333333334,-1.4222222222222223,5.022222222222222,-5.177777777777778,-10.844444444444445,6.177777777777778,1.5333333333333334,-4.0
2020-09-23 15:59:00,1.0444444444444445,-8.2,-9.666666666666666,-2.7555555555555555,-5.066666666666666,-1.3333333333333333,5.0,-5.177777777777778,-10.933333333333334,6.288888888888889,1.511111111111111,-3.977777777777778
2020-09-23 16:00:00,1.1111111111111112,-8.28888888888889,-9.822222222222223,-2.6444444444444444,-5.022222222222222,-1.2444444444444445,4.933333333333334,-5.177777777777778,-11.0,6.377777777777778,1.4444444444444444,-4.0
